"BaseThick","FinThick","FinHeight","BaseMaterial","FinMaterial","FanType","MeanTemp"
2.6,3.6,22,"Steel","Steel","Intake",99.5349
2.8,4.2,24,"Steel","Steel","Intake",105.891
2.6,3.8,26,"Steel","Steel","Intake",89.0682
3,3.4,20,"Steel","Steel","Intake",105.306
2.2,4.6,30,"Steel","Steel","Intake",86.8512
2.8,4.8,26,"Steel","Steel","Intake",97.7108
3,4,32,"Steel","Steel","Intake",91.1121
2.6,3.4,18,"Steel","Steel","Intake",112.299
3,4.8,16,"Steel","Steel","Intake",132.127
2.4,5,20,"Steel","Steel","Intake",115.417
2.4,3.8,32,"Steel","Steel","Intake",80.4218
2.8,3.2,28,"Steel","Steel","Intake",90.3793
2.8,5,34,"Steel","Steel","Intake",83.2534
2.2,3.6,16,"Steel","Steel","Intake",117.367
